Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Authorization,Firefox 61.0,\u0410\u0432\u0442\u043E\u0440\u0438\u0437\u0430\u0446\u0438\u044F,2018-08-28 13:18:00,2018-08-28 13:20:46,"2m - 46,564s",PASSED
,,,,,,
Test Cases/Base/Authorization,Firefox 61.0,,2018-08-28 13:18:01,2018-08-28 13:20:45,"2m - 44,054s",PASSED
openBrowser,Firefox 61.0,Открывается браузер,2018-08-28 13:18:04,2018-08-28 13:19:37,"1m - 32,485s",PASSED
deleteAllCookies,Firefox 61.0,Очищаются куки,2018-08-28 13:19:37,2018-08-28 13:19:37,"0,136s",PASSED
refresh,Firefox 61.0,Обновление странички,2018-08-28 13:19:37,2018-08-28 13:20:06,"29,403s",PASSED
maximizeWindow,Firefox 61.0,Максимальный экран браузера,2018-08-28 13:20:06,2018-08-28 13:20:12,"5,910s",PASSED
setText,Firefox 61.0,Ввод логина,2018-08-28 13:20:12,2018-08-28 13:20:13,"0,633s",PASSED
setText,Firefox 61.0,Ввод пароля,2018-08-28 13:20:13,2018-08-28 13:20:13,"0,481s",PASSED
click,Firefox 61.0,"Клик по кнопке ""Войти""",2018-08-28 13:20:13,2018-08-28 13:20:20,"6,742s",PASSED
waitForElementPresent,Firefox 61.0,"Проверка наличия кнопки ""Выход""",2018-08-28 13:20:20,2018-08-28 13:20:43,"22,567s",PASSED
